title,release_date,production_budget,domestic_gross,worldwide_gross,net_prof,net_margin_%
The Kentucky Fried Movie,Aug 10 ,600000.0,15000000.0,20000000.0,19400000.0,97.0
The Kid,Jul 7 ,65000000.0,69688384.0,69688384.0,4688384.0,6.73
The Kids Are All Right,Jul 9 ,4000000.0,20811365.0,36275469.0,32275469.0,88.97
The Kingdom,Sep 28 ,72500000.0,47467250.0,86509602.0,14009602.0,16.19
The Kingâs Speech,Nov 26 ,15000000.0,138797449.0,430821168.0,415821168.0,96.52
The Kite Runner,Dec 14 ,20000000.0,15800078.0,74180745.0,54180745.0,73.04
The LEGO Movie 2: The Second Part,Feb 8 ,99000000.0,105806508.0,190325698.0,91325698.0,47.98
The Ladies Man,Oct 13 ,11000000.0,13592872.0,13719474.0,2719474.0,19.82
The Lady in the Van,Jan 15 ,6000000.0,10021175.0,42320503.0,36320503.0,85.82
The Ladykillers,Mar 26 ,35000000.0,39692139.0,77392139.0,42392139.0,54.78
The Lake House,Jun 16 ,40000000.0,52330111.0,114830111.0,74830111.0,65.17
The Land Before Time,Nov 18 ,12300000.0,48092846.0,81972846.0,69672846.0,85.0
The Last Airbender,Jul 1 ,150000000.0,131772187.0,319713881.0,169713881.0,53.08
The Last Dragon,Mar 22 ,10000000.0,33000000.0,33000000.0,23000000.0,69.7
The Last Emperor,Nov 20 ,25000000.0,43984987.0,44005073.0,19005073.0,43.19
The Last Exorcism,Aug 27 ,1800000.0,41034350.0,70165900.0,68365900.0,97.43
The Last Exorcism Part II,Mar 1 ,4000000.0,15179303.0,25448707.0,21448707.0,84.28
The Last House on the Left,Mar 13 ,15000000.0,32752215.0,46526243.0,31526243.0,67.76
The Last House on the Left,Aug 30 ,87000.0,3100000.0,3100000.0,3013000.0,97.19
The Last King of Scotland,Sep 27 ,6000000.0,17606684.0,49155371.0,43155371.0,87.79
The Last Samurai,Dec 5 ,140000000.0,111110575.0,456810575.0,316810575.0,69.35
The Last Song,Mar 31 ,20000000.0,62950384.0,92678948.0,72678948.0,78.42
The Last Stand,Jan 18 ,30000000.0,12050299.0,48330757.0,18330757.0,37.93
The Last Temptation of Christ,Aug 12 ,7000000.0,8373585.0,8373585.0,1373585.0,16.4
The Last Waltz,Jul 1 ,35000.0,321952.0,322563.0,287563.0,89.15
The Last Witch Hunter,Oct 23 ,80000000.0,27367660.0,130818912.0,50818912.0,38.85
The Last of the Mohicans,Sep 25 ,40000000.0,75505856.0,75505856.0,35505856.0,47.02
The Lawnmower Man,Mar 6 ,10000000.0,32100816.0,32100816.0,22100816.0,68.85
The Lazarus Effect,Feb 27 ,5000000.0,25801570.0,38359310.0,33359310.0,86.97
The League of Extraordinary Gentlemen,Jul 11 ,78000000.0,66465204.0,179265204.0,101265204.0,56.49
The Legend of Drunken Master,Oct 20 ,10000000.0,11546543.0,11546543.0,1546543.0,13.39
The Legend of God's Gun,Jul 18 ,30000.0,243768.0,243768.0,213768.0,87.69
The Legend of Tarzan,Jul 1 ,180000000.0,126643061.0,348902025.0,168902025.0,48.41
The Legend of Zorro,Oct 28 ,80000000.0,45575336.0,141475336.0,61475336.0,43.45
The Lego Batman Movie,Feb 10 ,80000000.0,175750384.0,310660018.0,230660018.0,74.25
The Lego Movie,Feb 7 ,60000000.0,257784718.0,457729388.0,397729388.0,86.89
The Lego Ninjago Movie,Sep 22 ,70000000.0,59281555.0,122737201.0,52737201.0,42.97
The Light Between Oceans,Sep 2 ,20000000.0,12545979.0,22281732.0,2281732.0,10.24
The Lincoln Lawyer,Mar 18 ,40000000.0,58009200.0,87145086.0,47145086.0,54.1
The Lion King,Jun 15 ,79300000.0,421785283.0,986214868.0,906914868.0,91.96
The Little Prince,Feb 12 ,77500000.0,1311213.0,102028919.0,24528919.0,24.04
The Living Daylights,Jul 31 ,40000000.0,51185000.0,191200000.0,151200000.0,79.08
The Lizzie McGuire Movie,May 2 ,15000000.0,42734455.0,55534455.0,40534455.0,72.99
The Lobster,Mar 25 ,4500000.0,9196278.0,18019834.0,13519834.0,75.03
The Long Riders,May 16 ,10000000.0,15198912.0,15198912.0,5198912.0,34.21
The Longest Day,Oct 4 ,10000000.0,39100000.0,50100000.0,40100000.0,80.04
The Longest Ride,Apr 10 ,34000000.0,37446117.0,63802928.0,29802928.0,46.71
The Longest Yard,May 27 ,82000000.0,158119460.0,191558505.0,109558505.0,57.19
The Lord of the Rings: The Fellowship of the Ring,Dec 19 ,109000000.0,315544750.0,887210985.0,778210985.0,87.71
The Lord of the Rings: The Return of the King,Dec 17 ,94000000.0,377845905.0,1141403341.0,1047403341.0,91.76
The Lord of the Rings: The Two Towers,Dec 18 ,94000000.0,342548984.0,934699645.0,840699645.0,89.94
The Lords of Salem,Apr 19 ,1500000.0,1165881.0,1541131.0,41131.0,2.67
The Losers,Apr 23 ,25000000.0,23591432.0,29863840.0,4863840.0,16.29
The Lost Boys,Jul 31 ,8500000.0,32222567.0,32222567.0,23722567.0,73.62
The Lost Skeleton of Cadavra,Feb 6 ,100000.0,110536.0,110536.0,10536.0,9.53
The Lost Weekend,Nov 29 ,1250000.0,11000000.0,11000000.0,9750000.0,88.64
The Lost World: Jurassic Park,May 22 ,75000000.0,229086679.0,618638999.0,543638999.0,87.88
The Lucky One,Apr 20 ,25000000.0,60457138.0,96633833.0,71633833.0,74.13
The Lunchbox,Feb 28 ,1700000.0,4231500.0,12231500.0,10531500.0,86.1
The Machinist,Oct 22 ,5000000.0,1082044.0,8655397.0,3655397.0,42.23
The Magnificent Seven,Sep 23 ,90000000.0,93432655.0,162525156.0,72525156.0,44.62
The Man From Snowy River,Nov 3 ,5000000.0,20659423.0,20659423.0,15659423.0,75.8
The Man From U.N.C.L.E.,Aug 14 ,75000000.0,45445109.0,104949584.0,29949584.0,28.54
The Man Who Knew Infinity,Apr 29 ,10000000.0,3877922.0,12382122.0,2382122.0,19.24
The Man Who Shot Liberty Valance,Apr 22 ,3200000.0,8000000.0,8000000.0,4800000.0,60.0
The Man in the Iron Mask,Mar 13 ,35000000.0,56968169.0,56968169.0,21968169.0,38.56
The Man with the Golden Gun,Dec 20 ,7000000.0,21000000.0,97600000.0,90600000.0,92.83
The Man with the Iron Fists,Nov 2 ,15000000.0,15634090.0,22018988.0,7018988.0,31.88
The Manchurian Candidate,Jul 30 ,80000000.0,65948711.0,96148711.0,16148711.0,16.8
The Marine,Oct 13 ,15000000.0,18844784.0,22165608.0,7165608.0,32.33
The Martian,Oct 2 ,108000000.0,228433663.0,655271443.0,547271443.0,83.52
The Mask,Jul 29 ,18000000.0,119920129.0,351620129.0,333620129.0,94.88
The Mask of Zorro,Jul 17 ,65000000.0,93828745.0,233700000.0,168700000.0,72.19
The Master,Sep 14 ,37500000.0,16247159.0,50647416.0,13147416.0,25.96
The Master of Disguise,Aug 2 ,16000000.0,40363530.0,40363530.0,24363530.0,60.36
The Matador,Dec 30 ,10000000.0,12589255.0,17300838.0,7300838.0,42.2
The Matrix,Mar 31 ,65000000.0,171479930.0,463517383.0,398517383.0,85.98
The Matrix Reloaded,May 15 ,150000000.0,281553689.0,738576929.0,588576929.0,79.69
The Matrix Revolutions,Nov 5 ,150000000.0,139270910.0,427300260.0,277300260.0,64.9
The Maze Runner,Sep 19 ,34000000.0,102427862.0,348319861.0,314319861.0,90.24
The Mechanic,Jan 28 ,42500000.0,29121498.0,76347393.0,33847393.0,44.33
The Meddler,Apr 22 ,3200000.0,4267219.0,5526942.0,2326942.0,42.1
The Meg,Aug 10 ,178000000.0,145443742.0,529530715.0,351530715.0,66.39
The Men Who Stare at Goats,Nov 6 ,24000000.0,32428195.0,67348218.0,43348218.0,64.36
The Messengers,Feb 2 ,16000000.0,35374833.0,53774833.0,37774833.0,70.25
The Mexican,Mar 2 ,40000000.0,66808615.0,145238250.0,105238250.0,72.46
The Mighty,Oct 9 ,100000.0,2652246.0,6121582.0,6021582.0,98.37
The Mighty Ducks,Oct 2 ,10000000.0,50752337.0,50752337.0,40752337.0,80.3
The Misfits,Feb 1 ,4000000.0,8200000.0,8200000.0,4200000.0,51.22
The Mist,Nov 21 ,13000000.0,25593755.0,57189408.0,44189408.0,77.27
The Monuments Men,Feb 7 ,70000000.0,78031620.0,158702748.0,88702748.0,55.89
The Mortal Instruments: City of Bones,Aug 21 ,60000000.0,31165421.0,75965567.0,15965567.0,21.02
The Mothman Prophecies,Jan 25 ,42000000.0,35228696.0,56438555.0,14438555.0,25.58
The Mule,Dec 14 ,50000000.0,103804407.0,170857676.0,120857676.0,70.74
The Mummy,Jun 9 ,195000000.0,80101125.0,409953905.0,214953905.0,52.43
The Mummy,May 7 ,80000000.0,155385488.0,416385488.0,336385488.0,80.79
The Mummy Returns,May 4 ,98000000.0,202007640.0,435040395.0,337040395.0,77.47
The Mummy: Tomb of the Dragon Emperor,Aug 1 ,175000000.0,102491776.0,405760225.0,230760225.0,56.87
The Muppet Christmas Carol,Dec 11 ,12000000.0,27281507.0,27492918.0,15492918.0,56.35
The Muppet Movie,Jun 22 ,8000000.0,76657000.0,76657000.0,68657000.0,89.56
The Muppets,Nov 23 ,45000000.0,88625922.0,160971922.0,115971922.0,72.04
The Naked Gun 2Â½: The Smell of Fear,Jun 28 ,23000000.0,86930411.0,86930411.0,63930411.0,73.54
The Namesake,Mar 9 ,8500000.0,13610521.0,20288774.0,11788774.0,58.1
The Nativity Story,Dec 1 ,35000000.0,37629831.0,46309644.0,11309644.0,24.42
The Net,Jul 28 ,22000000.0,50621733.0,110521733.0,88521733.0,80.09
The New Guy,May 10 ,13000000.0,28972187.0,28972187.0,15972187.0,55.13
The Next Three Days,Nov 19 ,30000000.0,21148651.0,67255916.0,37255916.0,55.39
The Nice Guys,May 20 ,50000000.0,36261763.0,59596747.0,9596747.0,16.1
The Night Before,Nov 20 ,25000000.0,43035725.0,52427346.0,27427346.0,52.31
The Night Listener,Aug 4 ,4000000.0,7836393.0,10770993.0,6770993.0,62.86
The Ninth Gate,Mar 10 ,38000000.0,18653746.0,58394308.0,20394308.0,34.93
The Notebook,Jun 25 ,30000000.0,81001787.0,116025023.0,86025023.0,74.14
The November Man,Aug 27 ,15000000.0,25018119.0,34820335.0,19820335.0,56.92
The Number 23,Feb 23 ,32000000.0,35193167.0,77593167.0,45593167.0,58.76
The Nun's Story,Jul 18 ,3500000.0,12800000.0,12800000.0,9300000.0,72.66
The Nut Job,Jan 17 ,30000000.0,64251538.0,122529966.0,92529966.0,75.52
The Nut Job 2: Nutty by Nature,Aug 11 ,40000000.0,28370522.0,57438389.0,17438389.0,30.36
The Nutcracker and the Four Realms,Nov 2 ,132900000.0,54858851.0,170293899.0,37393899.0,21.96
The Nutty Professor,Jun 28 ,55000000.0,128814019.0,273814019.0,218814019.0,79.91
The Object of my Affection,Apr 17 ,15000000.0,29145924.0,29145924.0,14145924.0,48.53
The Odd Life of Timothy Green,Aug 15 ,40000000.0,51853450.0,55249159.0,15249159.0,27.6
The Offspring,Sep 4 ,1100000.0,1355728.0,1355728.0,255728.0,18.86
The Omega Code,Oct 15 ,7200000.0,12610552.0,12678312.0,5478312.0,43.21
The Omen,Jun 6 ,25000000.0,54607383.0,119295584.0,94295584.0,79.04
The Omen,Jun 25 ,2800000.0,48570885.0,48570885.0,45770885.0,94.24
The One,Nov 2 ,49000000.0,43905746.0,72689126.0,23689126.0,32.59
The Original Kings of Comedy,Aug 18 ,3000000.0,38168022.0,38236338.0,35236338.0,92.15
The Other Boleyn Girl,Feb 29 ,40000000.0,26814957.0,78269970.0,38269970.0,48.89
The Other Guys,Aug 6 ,100000000.0,119219978.0,170936470.0,70936470.0,41.5
The Other Side of the Door,Mar 4 ,5000000.0,3000342.0,12905107.0,7905107.0,61.26
The Other Woman,Apr 25 ,40000000.0,83911193.0,195111193.0,155111193.0,79.5
The Others,Aug 10 ,17000000.0,96522687.0,207765056.0,190765056.0,91.82
The Outsiders,Mar 25 ,10000000.0,25697647.0,25697647.0,15697647.0,61.09
The Overnight,Jun 19 ,200000.0,1109808.0,1165996.0,965996.0,82.85
The Oxford Murders,Aug 6 ,10000000.0,4803.0,17704131.0,7704131.0,43.52
The Pacifier,Mar 4 ,56000000.0,113006880.0,198006880.0,142006880.0,71.72
The Passion of the Christ,Feb 25 ,25000000.0,370782930.0,622341924.0,597341924.0,95.98
The Patriot,Jun 28 ,110000000.0,113330342.0,215300000.0,105300000.0,48.91
The Peacemaker,Sep 26 ,50000000.0,41263140.0,62967368.0,12967368.0,20.59
The Peanuts Movie,Nov 6 ,99000000.0,130178411.0,250091610.0,151091610.0,60.41
The Pelican Brief,Dec 17 ,45000000.0,100768056.0,187995859.0,142995859.0,76.06
The Perfect Guy,Sep 11 ,18000000.0,57027435.0,60278166.0,42278166.0,70.14
The Perfect Man,Jun 17 ,10000000.0,16535005.0,19535005.0,9535005.0,48.81
The Perfect Match,Mar 11 ,5000000.0,9669521.0,10182050.0,5182050.0,50.89
The Perfect Storm,Jun 30 ,120000000.0,182618434.0,328711434.0,208711434.0,63.49
The Perks of Being a Wallflower,Sep 21 ,13000000.0,17742948.0,33069303.0,20069303.0,60.69
The Phantom of the Opera,Dec 22 ,55000000.0,51225796.0,153770052.0,98770052.0,64.23
The Pianist,Dec 27 ,35000000.0,32519322.0,111854182.0,76854182.0,68.71
The Piano,Nov 12 ,7000000.0,40157856.0,40168957.0,33168957.0,82.57
The Pink Panther,Feb 10 ,80000000.0,82226474.0,158926474.0,78926474.0,49.66
The Pirates! Band of Misfits,Apr 27 ,55000000.0,31051126.0,136143605.0,81143605.0,59.6
The Place Beyond the Pines,Mar 29 ,15000000.0,21403519.0,47011449.0,32011449.0,68.09
The Player,Apr 10 ,8000000.0,21706101.0,28876702.0,20876702.0,72.3
The Players Club,Apr 8 ,5000000.0,23047939.0,23047939.0,18047939.0,78.31
The Polar Express,Nov 10 ,170000000.0,187224605.0,311365187.0,141365187.0,45.4
The Possession,Aug 31 ,14000000.0,49130588.0,82925064.0,68925064.0,83.12
The Possession of Hannah Grace,Nov 30 ,6000000.0,14836174.0,42785387.0,36785387.0,85.98
The Post,Dec 22 ,50000000.0,81903458.0,179748880.0,129748880.0,72.18
The Postman Always Rings Twice,Mar 20 ,12000000.0,12200000.0,44200000.0,32200000.0,72.85
The Predator,Sep 14 ,88000000.0,51024708.0,159487563.0,71487563.0,44.82
The Prestige,Oct 20 ,40000000.0,53089891.0,104407366.0,64407366.0,61.69
The Prince of Egypt,Dec 18 ,60000000.0,101413188.0,218613188.0,158613188.0,72.55
The Prince of Tides,Dec 25 ,30000000.0,74787599.0,74787599.0,44787599.0,59.89
The Princess Bride,Sep 25 ,15000000.0,30857000.0,30859628.0,15859628.0,51.39
The Princess Diaries,Aug 3 ,30000000.0,108244774.0,165334774.0,135334774.0,81.85
The Princess Diaries 2: Royal Engagement,Aug 11 ,45000000.0,95149435.0,122071435.0,77071435.0,63.14
The Princess and the Frog,Nov 25 ,105000000.0,104400899.0,270997378.0,165997378.0,61.25
The Prodigy,Feb 8 ,6000000.0,14856291.0,19789712.0,13789712.0,69.68
The Proposal,Jun 19 ,40000000.0,163958031.0,314709717.0,274709717.0,87.29
The Puffy Chair,Jun 2 ,15000.0,194523.0,195254.0,180254.0,92.32
The Punisher,Apr 16 ,33000000.0,33664370.0,54533774.0,21533774.0,39.49
The Purge,Jun 7 ,3000000.0,64473115.0,91266581.0,88266581.0,96.71
The Purge: Anarchy,Jul 18 ,9000000.0,71562550.0,111534881.0,102534881.0,91.93
The Purge: Election Year,Jul 1 ,10000000.0,79042440.0,118514727.0,108514727.0,91.56
The Pursuit of Happyness,Dec 15 ,55000000.0,162586036.0,307311093.0,252311093.0,82.1
The Queen,Sep 30 ,15000000.0,56441711.0,128885873.0,113885873.0,88.36
The Quiet American,Nov 22 ,20000000.0,12987647.0,26348203.0,6348203.0,24.09
The R.M.,Jan 31 ,500000.0,1111615.0,1111615.0,611615.0,55.02
The Railway Man,Apr 11 ,18000000.0,4438438.0,23910210.0,5910210.0,24.72
The Rainmaker,Nov 21 ,40000000.0,45916769.0,45916769.0,5916769.0,12.89
The Raven,Apr 27 ,26000000.0,16008272.0,30601801.0,4601801.0,15.04
The Reader,Dec 10 ,32500000.0,34194407.0,112964875.0,80464875.0,71.23
The Reaping,Apr 5 ,40000000.0,25126214.0,62226214.0,22226214.0,35.72
The Reef,Dec 31 ,10000000.0,0.0,15037867.0,5037867.0,33.5
The Remains of the Day,Nov 5 ,15000000.0,22954968.0,63954968.0,48954968.0,76.55
The Replacements,Aug 11 ,50000000.0,44737059.0,50054511.0,54511.0,0.11
The Resurrection of Gavin Stone,Jan 20 ,2000000.0,2303792.0,2303792.0,303792.0,13.19
The Return of the Living Dead,Aug 16 ,4000000.0,14237880.0,14237880.0,10237880.0,71.91
The Return of the Pink Panther,May 16 ,5000000.0,41833347.0,41833347.0,36833347.0,88.05
The Revenant,Dec 25 ,135000000.0,183637894.0,532938302.0,397938302.0,74.67
The Ring,Oct 18 ,48000000.0,129094024.0,248218486.0,200218486.0,80.66
The Ring Two,Mar 18 ,50000000.0,75941727.0,161941727.0,111941727.0,69.12
The Rite,Jan 28 ,37000000.0,33047633.0,97143987.0,60143987.0,61.91
The River Wild,Sep 30 ,45000000.0,46815000.0,94215000.0,49215000.0,52.24
The Road,Nov 25 ,25000000.0,8114270.0,29206732.0,4206732.0,14.4
The Robe,Sep 16 ,5000000.0,36000000.0,36008303.0,31008303.0,86.11
The Rock,Jun 7 ,75000000.0,134069511.0,336069511.0,261069511.0,77.68
The Rocky Horror Picture Show,Sep 26 ,1200000.0,1414845.0,1615976.0,415976.0,25.74
The Rookie,Mar 29 ,22000000.0,75600072.0,80491516.0,58491516.0,72.67
The Roommate,Feb 4 ,16000000.0,37300107.0,52545707.0,36545707.0,69.55
The Rose,Nov 7 ,8500000.0,29200000.0,29200000.0,20700000.0,70.89
The Royal Tenenbaums,Dec 14 ,28000000.0,52353636.0,71430876.0,43430876.0,60.8
The Rugrats Movie,Nov 20 ,28000000.0,100494685.0,140894685.0,112894685.0,80.13
The Rules of Attraction,Oct 11 ,4000000.0,6525762.0,11799060.0,7799060.0,66.1
The Running Man,Nov 13 ,30000000.0,38122000.0,38122000.0,8122000.0,21.31
The Saint,Apr 4 ,90000000.0,61363304.0,169400000.0,79400000.0,46.87
The Santa Clause,Nov 11 ,22000000.0,144833357.0,189800000.0,167800000.0,88.41
The Santa Clause 2,Nov 1 ,65000000.0,139225854.0,172825854.0,107825854.0,62.39
The Sapphires,Mar 22 ,9000000.0,2450867.0,20395040.0,11395040.0,55.87
The Savages,Nov 28 ,9000000.0,6623082.0,10642023.0,1642023.0,15.43
The Score,Jul 13 ,68000000.0,71069884.0,113542091.0,45542091.0,40.11
The Scorpion King,Apr 19 ,60000000.0,90580000.0,165890634.0,105890634.0,63.83
The Second Best Exotic Marigold Hotel,Mar 6 ,10000000.0,33078266.0,90384306.0,80384306.0,88.94
The Secret Life of Bees,Oct 17 ,11000000.0,37780486.0,39994347.0,28994347.0,72.5
The Secret Life of Pets,Jul 8 ,75000000.0,368384330.0,886750534.0,811750534.0,91.54
The Secret Life of Pets 2,Jun 7 ,80000000.0,63795655.0,113351496.0,33351496.0,29.42
The Secret Life of Walter Mitty,Dec 25 ,91000000.0,58236838.0,187861183.0,96861183.0,51.56
The Secrets of Jonathan Sperry,Sep 18 ,1000000.0,1355079.0,1355079.0,355079.0,26.2
The Sentinel,Apr 21 ,60000000.0,36280697.0,78080697.0,18080697.0,23.16
The Sessions,Oct 19 ,1000000.0,6002451.0,11495204.0,10495204.0,91.3
The Shaggy Dog,Mar 10 ,60000000.0,61123569.0,87123569.0,27123569.0,31.13
The Shallows,Jun 24 ,13000000.0,55121623.0,118763442.0,105763442.0,89.05
The Shape of Water,Dec 1 ,19500000.0,63859435.0,195790794.0,176290794.0,90.04
The Shawshank Redemption,Sep 23 ,25000000.0,28241469.0,28307092.0,3307092.0,11.68
The Shining,May 23 ,19000000.0,44017374.0,44728227.0,25728227.0,57.52
The Siege,Nov 6 ,70000000.0,40934175.0,116625798.0,46625798.0,39.98
The Signal,Feb 22 ,50000.0,251150.0,406299.0,356299.0,87.69
The Silence of the Lambs,Feb 14 ,20000000.0,130726716.0,275726716.0,255726716.0,92.75
The Simpsons Movie,Jul 27 ,72500000.0,183135014.0,527071022.0,454571022.0,86.24
The Singles Ward,Feb 1 ,500000.0,1250798.0,1250798.0,750798.0,60.03
The Sisterhood of the Traveling Pants,Jun 1 ,25000000.0,39053061.0,41560117.0,16560117.0,39.85
The Sisterhood of the Traveling Pants 2,Aug 6 ,27000000.0,44089964.0,44270131.0,17270131.0,39.01
The Sitter,Dec 9 ,25000000.0,30542576.0,38749404.0,13749404.0,35.48
The Sixth Sense,Aug 6 ,40000000.0,293506292.0,672806292.0,632806292.0,94.05
The Skeleton Key,Aug 12 ,40000000.0,47907715.0,92256918.0,52256918.0,56.64
The Skeleton Twins,Sep 12 ,1000000.0,5284309.0,5797192.0,4797192.0,82.75
The Skulls,Mar 31 ,15000000.0,35007180.0,35007180.0,20007180.0,57.15
The Smurfs,Jul 29 ,110000000.0,142614158.0,563749323.0,453749323.0,80.49
The Smurfs 2,Jul 31 ,110000000.0,71017784.0,348547523.0,238547523.0,68.44
The Snowman,Oct 20 ,35000000.0,6670765.0,43226146.0,8226146.0,19.03
The Social Network,Oct 1 ,40000000.0,96962694.0,224922135.0,184922135.0,82.22
The Sorcerer's Apprentice,Jul 14 ,160000000.0,63150991.0,217986320.0,57986320.0,26.6
The Sound of Music,Mar 2 ,8200000.0,163214286.0,286214286.0,278014286.0,97.14
The Spanish Prisoner,Apr 3 ,10000000.0,10162034.0,13835130.0,3835130.0,27.72
The Specialist,Oct 7 ,45000000.0,57362581.0,57362581.0,12362581.0,21.55
The Spectacular Now,Aug 2 ,2500000.0,6852971.0,6916951.0,4416951.0,63.86
The Spiderwick Chronicles,Feb 14 ,92500000.0,71195053.0,162839667.0,70339667.0,43.2
The SpongeBob Movie: Sponge Out of Water,Feb 6 ,74000000.0,162994032.0,311013181.0,237013181.0,76.21
The Spy Next Door,Jan 15 ,28000000.0,24307106.0,46752858.0,18752858.0,40.11
The Spy Who Loved Me,Jul 13 ,14000000.0,46800000.0,185400000.0,171400000.0,92.45
The Squid and the Whale,Oct 5 ,1500000.0,7372734.0,11191423.0,9691423.0,86.6
The Star,Nov 17 ,20000000.0,40847995.0,62758010.0,42758010.0,68.13
The Station Agent,Oct 3 ,500000.0,5801558.0,9470209.0,8970209.0,94.72
The Stepfather,Oct 16 ,20000000.0,29062561.0,29227561.0,9227561.0,31.57
The Stewardesses,Jul 25 ,200000.0,13500000.0,25000000.0,24800000.0,99.2
The Sting,Dec 25 ,5500000.0,159616327.0,159616327.0,154116327.0,96.55
The Strangers,May 30 ,9000000.0,52597610.0,83051676.0,74051676.0,89.16
The Strangers: Prey at Night,Mar 9 ,5000000.0,24431472.0,29960051.0,24960051.0,83.31
The Sum of All Fears,May 31 ,68000000.0,118471320.0,193500000.0,125500000.0,64.86
The Sweeney,Mar 1 ,4500000.0,26345.0,8000366.0,3500366.0,43.75
The Sweet Hereafter,Oct 10 ,5000000.0,4306697.0,7951247.0,2951247.0,37.12
The Sweetest Thing,Apr 12 ,43000000.0,24430272.0,63078756.0,20078756.0,31.83
The Switch,Aug 20 ,19000000.0,27758465.0,49858465.0,30858465.0,61.89
The Tailor of Panama,Mar 30 ,18000000.0,13491653.0,27491653.0,9491653.0,34.53
The Taking of Pelham 123,Jun 12 ,110000000.0,65452312.0,152364370.0,42364370.0,27.8
The Tale of Despereaux,Dec 19 ,60000000.0,50877145.0,90482317.0,30482317.0,33.69
The Talented Mr. Ripley,Dec 24 ,40000000.0,81292135.0,128792135.0,88792135.0,68.94
The Ten Commandments,Oct 5 ,13500000.0,85400591.0,85434516.0,71934516.0,84.2
The Terminal,Jun 18 ,75000000.0,77073959.0,218673959.0,143673959.0,65.7
The Terminator,Oct 26 ,6400000.0,38019031.0,78019031.0,71619031.0,91.8
The Terrorist,Jan 14 ,25000.0,195043.0,195043.0,170043.0,87.18
The Texas Chainsaw Massacre,Oct 17 ,9000000.0,80571655.0,107967319.0,98967319.0,91.66
The Texas Chainsaw Massacre,Oct 18 ,140000.0,26572439.0,26572439.0,26432439.0,99.47
The Texas Chainsaw Massacre 2,Aug 22 ,4700000.0,8025872.0,8025872.0,3325872.0,41.44
The Texas Chainsaw Massacre: The Beginning,Oct 6 ,16000000.0,39517763.0,50517763.0,34517763.0,68.33
The Theory of Everything,Nov 7 ,15000000.0,35893537.0,123327692.0,108327692.0,87.84
